sefer_id,tren_id,hat_id,planlanan_kalkis,yolcu_sayisi,bilet_kontrol_cihaz_versiyonu,makinist_sicil_no,yemek_servisi_var_mi,hava_durumu,gecikme_suresi_dk
SEFER-00239,TREN-109,HAT-02,2026-03-08 11:45:00,316,v3.0.0,M-2843,1,Sisli,-999.0
SEFER-00240,TREN-120,HAT-03,2026-04-07 22:00:00,101,v3.0.0,M-5327,1,Karli,35.2
SEFER-00241,TREN-163,HAT-10,15.04.2026 04:45,123,v1.0.4,M-7484,1,yagmurlu,17.4
SEFER-00242,TREN-131,HAT-01,2026-05-08 12:45:00,60,v2.4.1,M-9054,0,Karli,32.0
SEFER-00243,TREN-130,HAT-03,2026-02-21 12:45:00,423,v3.0.0,M-4463,1,Sisli,24.3
SEFER-00244,TREN-163,HAT-13,2026-03-30 09:30:00,131,v2.1.0,M-9589,0,Acik,13.7
SEFER-00245,TREN-123,HAT-04,2026-05-30 14:15:00,283,v2.4.1,M-7035,1,Acik,25.0
SEFER-00246,TREN-165,HAT-07,2026-04-19 16:00:00,300,v3.0.0,M-6730,1,yagmurlu,13.9
SEFER-00247,TREN-121,HAT-14,2026-06-02 21:30:00,195,v2.1.0,M-4626,0,Acik,4.9
SEFER-00248,TREN-127,HAT-05,2026-04-22 10:45:00,442,v2.1.0,M-1138,0,,0.1
SEFER-00249,TREN-133,HAT-10,2026-05-18 15:30:00,190,v3.0.0,M-5128,0,Sisli,37.6
SEFER-00250,TREN-160,HAT-05,2026-04-26 19:45:00,-43,v2.4.1,M-5890,0,Karli,33.2
SEFER-00251,TREN-162,HAT-02,2026-02-27 15:30:00,183,v2.4.1,M-4086,0,,12.4
SEFER-00252,TREN-167,HAT-13,2026-02-11 06:00:00,357,v1.0.4,M-9148,1,Sisli,25.8
SEFER-00253,TREN-134,HAT-15,2026-03-13 16:45:00,,v2.4.1,M-4643,1,,52.5
SEFER-00254,TREN-146,HAT-09,2026-02-21 11:15:00,142,v2.4.1,M-3999,1,Karli,16.0
SEFER-00255,TREN-112,HAT-04,2026-03-02 21:15:00,453,v3.0.0,M-2929,1,Karli,19.6
SEFER-00256,TREN-107,HAT-14,2026-04-19 12:00:00,111,v1.0.4,M-3470,0,,4.8
SEFER-00257,TREN-126,HAT-06,2026-03-12 02:45:00,142,v2.1.0,M-6134,0,Acik,6.7
SEFER-00258,TREN-101,HAT-08,2026-02-16 22:15:00,441,v1.0.4,M-3120,1,Yagmurlu,14.7
SEFER-00259,TREN-155,HAT-07,2026-03-15 11:45:00,,v2.4.1,M-9700,0,Yagmurlu,21.1
SEFER-00260,TREN-103,HAT-11,2026-01-01 22:15:00,209,v2.4.1,M-3736,0,Yagmurlu,9.1
SEFER-00261,TREN-106,HAT-05,2026-06-12 02:30:00,318,v2.1.0,M-6615,1,Karli,20.7
SEFER-00262,TREN-146,HAT-13,2026-02-02 09:15:00,256,v2.1.0,M-4460,0,Acik,12.6
SEFER-00263,TREN-176,HAT-09,2026-01-30 02:00:00,69,v1.0.4,M-1785,0,Sisli,35.9
SEFER-00264,TREN-103,HAT-01,2026-04-28 23:00:00,330,v1.0.4,M-5933,1,Karli,21.4
SEFER-00265,TREN-113,HAT-11,2026-03-31 01:30:00,264,v2.4.1,M-2867,0,Acik,7.2
SEFER-00266,TREN-164,HAT-04,2026-04-15 04:15:00,153,v1.0.4,M-9980,1,Karli,27.2
SEFER-00267,TREN-127,HAT-12,2026-06-09 12:45:00,-43,v3.0.0,M-3443,0,Acik,23.7
SEFER-00268,TREN-166,HAT-02,2026-05-04 17:00:00,283,v2.1.0,M-1646,1,Karli,28.1
SEFER-00269,TREN-147,HAT-13,2026-04-26 18:30:00,485,v2.1.0,M-6384,1,Acik,10.1
SEFER-00270,TREN-157,HAT-10,2026-02-16 00:00:00,108,v3.0.0,M-8835,1,Sisli,20.1
SEFER-00271,TREN-122,HAT-02,2026-01-23 20:00:00,103,v3.0.0,M-3969,1,Sisli,39.2
SEFER-00272,TREN-146,HAT-10,2026-01-06 04:15:00,260,v2.4.1,M-1202,0,Sisli,15.5
SEFER-00273,TREN-144,HAT-09,2026-03-31 12:00:00,296,v2.1.0,M-1894,0,Karli,25.9
SEFER-00274,TREN-121,HAT-09,2026-05-26 02:45:00,88,v2.4.1,M-1824,0,Sisli,18.9
SEFER-00275,TREN-171,HAT-11,2026-03-06 20:45:00,277,v3.0.0,M-6178,0,yagmurlu,13.9
SEFER-00276,TREN-164,HAT-12,2026-04-22 18:00:00,335,v2.4.1,M-9328,0,yagmurlu,18.0
SEFER-00277,TREN-159,HAT-06,2026-03-04 06:00:00,219,v2.4.1,M-8414,0,yagmurlu,22.6
SEFER-00278,TREN-113,HAT-13,23.04.2026 16:15,374,v1.0.4,M-1750,0,Karli,22.9
SEFER-00279,TREN-164,HAT-03,2026-05-21 12:45:00,146,v3.0.0,M-4122,1,Acik,26.6
SEFER-00280,TREN-114,HAT-13,2026-03-12 23:00:00,351,v2.1.0,M-9172,0,Acik,14.8
SEFER-00281,TREN-168,HAT-12,2026-01-09 12:45:00,310,v2.1.0,M-2696,1,Yagmurlu,19.8
SEFER-00282,TREN-177,HAT-10,2026-05-31 21:30:00,361,v2.4.1,M-5819,1,,14.4
SEFER-00283,TREN-118,HAT-03,2026-03-12 16:30:00,210,v2.1.0,M-4291,0,,13.3
SEFER-00284,TREN-180,HAT-12,2026-02-19 20:30:00,413,v2.4.1,M-2890,1,,37.0
SEFER-00285,TREN-172,HAT-08,2026-04-10 17:45:00,323,v1.0.4,M-9564,0,Karli,46.0
SEFER-00286,TREN-104,HAT-07,2026-01-26 01:00:00,434,v2.1.0,M-2016,1,Yagmurlu,49.1
SEFER-00287,TREN-127,HAT-13,2026-04-03 14:00:00,365,v3.0.0,M-4892,1,,13.5
SEFER-00288,TREN-107,HAT-15,2026-03-07 08:45:00,400,v2.4.1,M-4327,1,Karli,58.8
SEFER-00289,TREN-129,HAT-15,2026-04-19 09:30:00,358,v2.4.1,M-8353,0,Yagmurlu,33.0
SEFER-00290,TREN-110,HAT-03,2026-06-14 12:15:00,70,v2.1.0,M-5178,0,Sisli,18.3
SEFER-00291,TREN-143,HAT-08,02.05.2026 08:15,355,v2.4.1,M-9037,1,Acik,24.9
SEFER-00292,TREN-110,HAT-13,2026-05-02 00:30:00,316,v3.0.0,M-2506,1,Acik,15.4
SEFER-00293,TREN-129,HAT-15,2026-02-06 15:30:00,435,v1.0.4,M-2879,1,yagmurlu,15.6
SEFER-00294,TREN-158,HAT-04,2026-06-04 14:15:00,214,v3.0.0,M-5203,1,Sisli,39.8
SEFER-00295,TREN-104,HAT-15,2026-03-30 11:30:00,299,v2.4.1,M-9419,0,Acik,3.5
SEFER-00296,TREN-113,HAT-03,2026-06-16 01:00:00,372,v1.0.4,M-4368,1,Yagmurlu,28.0
SEFER-00297,TREN-110,HAT-12,28.04.2026 08:15,69,v2.4.1,M-2154,0,Acik,10.8
SEFER-00298,TREN-134,HAT-07,2026-03-08 11:45:00,58,v1.0.4,M-1745,0,Sisli,26.2
SEFER-00299,TREN-146,HAT-15,2026-03-28 01:00:00,360,v3.0.0,M-7473,0,Acik,3.3
SEFER-00300,TREN-161,HAT-03,2026-04-02 07:15:00,458,v2.4.1,M-7113,0,yagmurlu,21.5
SEFER-00301,TREN-171,HAT-14,2026-04-05 23:15:00,-39,v2.4.1,M-4441,1,Sisli,22.7
SEFER-00302,TREN-128,HAT-07,2026-06-04 19:15:00,477,v1.0.4,M-9992,1,Karli,27.2
SEFER-00303,TREN-171,HAT-02,2026-02-19 20:00:00,347,v2.1.0,M-2639,1,Sisli,45.3
SEFER-00304,TREN-180,HAT-02,2026-06-03 20:15:00,365,v2.4.1,M-6182,1,,3.6
SEFER-00305,TREN-122,HAT-01,2026-02-23 16:15:00,378,v2.4.1,M-8863,1,Sisli,18.2
SEFER-00306,TREN-158,HAT-06,2026-05-13 11:30:00,380,v2.1.0,M-9824,0,yagmurlu,8.9
SEFER-00307,TREN-134,HAT-12,2026-06-01 12:00:00,484,v3.0.0,M-4485,0,yagmurlu,18.0
SEFER-00308,TREN-171,HAT-05,2026-04-04 00:45:00,250,v2.4.1,M-3193,1,Yagmurlu,30.2
SEFER-00309,TREN-165,HAT-09,2026-01-16 16:45:00,-16,v2.1.0,M-8310,0,yagmurlu,19.5
SEFER-00310,TREN-123,HAT-10,2026-06-12 03:15:00,233,v1.0.4,M-5331,1,Acik,2.5
SEFER-00311,TREN-130,HAT-01,2026-04-25 08:15:00,248,v1.0.4,M-6309,0,Sisli,50.0
SEFER-00312,TREN-167,HAT-11,2026-05-22 20:30:00,328,v2.4.1,M-2275,1,yagmurlu,9.9
SEFER-00313,TREN-149,HAT-15,2026-02-08 06:45:00,299,v2.1.0,M-8207,0,Sisli,-999.0
SEFER-00314,TREN-130,HAT-02,2026-03-30 01:30:00,235,v2.1.0,M-7793,1,yagmurlu,20.6
SEFER-00315,TREN-115,HAT-08,2026-04-26 11:45:00,381,v2.1.0,M-3207,0,Sisli,15.2
SEFER-00316,TREN-174,HAT-03,2026-01-10 19:15:00,257,v2.4.1,M-2404,0,yagmurlu,52.8
SEFER-00317,TREN-158,HAT-10,2026-03-22 16:45:00,357,v2.1.0,M-9369,1,Yagmurlu,23.8
SEFER-00318,TREN-122,HAT-12,2026-04-28 06:30:00,85,v1.0.4,M-4315,1,Yagmurlu,12.8
SEFER-00319,TREN-120,HAT-10,2026-01-17 16:15:00,69,v3.0.0,M-3135,0,yagmurlu,15.0
SEFER-00320,TREN-156,HAT-09,2026-03-14 01:30:00,269,v3.0.0,M-6742,0,Yagmurlu,35.9
SEFER-00321,TREN-155,HAT-03,2026-02-13 16:45:00,92,v2.4.1,M-4096,0,Karli,24.1
SEFER-00322,TREN-101,HAT-10,2026-03-31 10:00:00,155,v1.0.4,M-3535,1,,16.3
SEFER-00323,TREN-175,HAT-05,2026-02-14 20:45:00,398,v3.0.0,M-3928,1,Sisli,29.1
SEFER-00324,TREN-172,HAT-09,2026-03-24 19:30:00,446,v1.0.4,M-4764,1,,15.1
SEFER-00325,TREN-121,HAT-02,2026-02-06 20:45:00,364,v3.0.0,M-1086,0,,11.5
SEFER-00326,TREN-119,HAT-08,08.06.2026 06:45,239,v3.0.0,M-9536,1,Acik,9.4
SEFER-00327,TREN-177,HAT-01,2026-06-11 15:15:00,153,v2.1.0,M-1550,0,,26.7
SEFER-00328,TREN-179,HAT-03,2026-04-26 06:00:00,130,v2.4.1,M-7474,1,Acik,57.5
SEFER-00329,TREN-176,HAT-04,2026-03-30 14:00:00,,v2.4.1,M-6693,1,Acik,8.0
SEFER-00330,TREN-129,HAT-10,2026-06-14 14:15:00,52,v1.0.4,M-9243,1,Karli,16.9
SEFER-00331,TREN-144,HAT-02,2026-05-18 06:30:00,344,v3.0.0,M-4985,1,Karli,26.8
SEFER-00332,TREN-159,HAT-11,2026-03-20 21:00:00,245,v2.1.0,M-6172,1,,15.5
SEFER-00333,TREN-146,HAT-09,2026-04-02 16:00:00,197,v2.4.1,M-2245,0,Acik,5.1
SEFER-00334,TREN-161,HAT-06,2026-03-02 14:15:00,432,v2.1.0,M-4847,0,,26.6
SEFER-00335,TREN-134,HAT-04,2026-02-09 08:15:00,232,v1.0.4,M-9071,0,Yagmurlu,33.1
SEFER-00336,TREN-170,HAT-01,2026-05-25 23:45:00,344,v2.4.1,M-7518,0,Karli,21.7
SEFER-00337,TREN-174,HAT-03,2026-01-10 11:45:00,307,v2.1.0,M-8490,0,Karli,20.0
SEFER-00338,TREN-167,HAT-08,24.02.2026 02:00,347,v2.4.1,M-4066,1,Acik,3.9
SEFER-00339,TREN-131,HAT-05,2026-03-22 16:30:00,157,v3.0.0,M-5581,1,Sisli,27.1
SEFER-00340,TREN-124,HAT-10,2026-01-23 15:15:00,461,v2.1.0,M-3389,0,Yagmurlu,16.1
SEFER-00341,TREN-161,HAT-13,2026-01-02 21:15:00,484,v3.0.0,M-5915,1,,7.3
SEFER-00342,TREN-172,HAT-14,2026-04-08 03:00:00,80,v1.0.4,M-8370,1,Yagmurlu,24.8
SEFER-00343,TREN-134,HAT-06,2026-03-03 17:30:00,229,v2.1.0,M-5663,1,,43.0
SEFER-00344,TREN-142,HAT-11,2026-03-29 08:45:00,90,v2.1.0,M-3745,1,Sisli,34.5
SEFER-00345,TREN-154,HAT-11,2026-04-15 18:45:00,132,v2.4.1,M-5382,1,Karli,27.6
SEFER-00346,TREN-135,HAT-15,2026-03-18 04:30:00,280,v2.1.0,M-4844,1,Sisli,16.8
SEFER-00347,TREN-111,HAT-04,2026-01-29 17:45:00,,v3.0.0,M-9584,0,Sisli,33.0
SEFER-00348,TREN-114,HAT-05,16.04.2026 17:15,249,v3.0.0,M-3071,0,Karli,27.6
SEFER-00349,TREN-168,HAT-14,30.01.2026 08:00,216,v2.4.1,M-9987,1,Sisli,31.3
SEFER-00350,TREN-118,HAT-12,2026-04-03 06:15:00,433,v2.4.1,M-6688,1,,21.0
SEFER-00351,TREN-170,HAT-04,2026-05-18 14:00:00,183,v2.1.0,M-6634,1,Yagmurlu,-999.0
SEFER-00352,TREN-161,HAT-09,2026-01-02 16:45:00,54,v1.0.4,M-9981,1,Sisli,31.0
SEFER-00353,TREN-125,HAT-07,2026-05-31 19:45:00,427,v2.4.1,M-2297,1,,14.9
SEFER-00354,TREN-131,HAT-09,2026-05-11 17:30:00,464,v2.1.0,M-3238,1,Karli,30.3
SEFER-00355,TREN-115,HAT-11,2026-03-19 23:45:00,146,v1.0.4,M-4046,0,Karli,15.2
SEFER-00356,TREN-137,HAT-05,2026-01-22 14:45:00,127,v2.4.1,M-9165,1,Acik,6.8
SEFER-00357,TREN-160,HAT-12,2026-05-16 07:00:00,124,v3.0.0,M-3975,0,Acik,13.1
SEFER-00358,TREN-133,HAT-14,2026-03-07 08:00:00,177,v1.0.4,M-4263,1,Sisli,39.8
SEFER-00359,TREN-113,HAT-09,2026-04-24 21:15:00,209,v1.0.4,M-5150,1,Karli,16.7
SEFER-00360,TREN-139,HAT-04,2026-03-03 18:00:00,107,v2.1.0,M-5523,0,Yagmurlu,28.0
SEFER-00361,TREN-151,HAT-13,2026-02-11 17:00:00,403,v1.0.4,M-5075,0,Sisli,36.7
SEFER-00362,TREN-164,HAT-02,2026-04-28 07:30:00,370,v1.0.4,M-3061,1,Acik,10.6
SEFER-00363,TREN-130,HAT-06,2026-04-06 13:30:00,148,v2.1.0,M-5107,0,Acik,11.7
SEFER-00364,TREN-163,HAT-12,2026-03-16 22:30:00,340,v3.0.0,M-5510,0,Yagmurlu,15.8
SEFER-00365,TREN-109,HAT-09,2026-01-27 16:45:00,237,v3.0.0,M-4039,0,Sisli,15.0
SEFER-00366,TREN-180,HAT-14,2026-03-04 09:15:00,,v3.0.0,M-3525,1,yagmurlu,35.1
SEFER-00367,TREN-142,HAT-07,2026-04-20 15:30:00,84,v1.0.4,M-4310,0,Acik,18.0
SEFER-00368,TREN-163,HAT-04,2026-01-18 02:00:00,386,v2.4.1,M-1804,1,Sisli,22.5
SEFER-00369,TREN-129,HAT-10,03.05.2026 18:00,385,v3.0.0,M-1994,1,Sisli,51.4
SEFER-00370,TREN-172,HAT-12,2026-06-10 09:45:00,79,v1.0.4,M-5979,0,yagmurlu,21.1
SEFER-00371,TREN-128,HAT-09,2026-01-17 19:00:00,147,v2.1.0,M-7802,0,Yagmurlu,25.5
SEFER-00372,TREN-174,HAT-06,2026-04-26 08:45:00,103,v2.4.1,M-3591,1,Yagmurlu,33.7
SEFER-00373,TREN-146,HAT-15,2026-02-24 00:30:00,374,v2.1.0,M-9939,0,Sisli,32.5
SEFER-00374,TREN-149,HAT-13,2026-04-05 03:30:00,253,v1.0.4,M-9480,0,Acik,13.0
SEFER-00375,TREN-139,HAT-01,2026-02-21 12:15:00,445,v2.1.0,M-2544,0,,17.3
SEFER-00376,TREN-159,HAT-06,2026-01-27 21:15:00,177,v3.0.0,M-4562,0,Yagmurlu,11.0
SEFER-00377,TREN-142,HAT-13,2026-03-24 14:15:00,409,v2.4.1,M-1612,1,yagmurlu,25.1
SEFER-00378,TREN-111,HAT-13,2026-01-10 19:30:00,263,v1.0.4,M-7266,0,Acik,30.4
SEFER-00379,TREN-140,HAT-09,2026-01-08 06:30:00,307,v3.0.0,M-8300,0,,2.5
SEFER-00380,TREN-129,HAT-07,2026-02-19 16:45:00,293,v2.4.1,M-2393,1,yagmurlu,21.7
SEFER-00381,TREN-165,HAT-07,2026-05-13 07:15:00,151,v2.1.0,M-4970,0,Sisli,30.0
SEFER-00382,TREN-135,HAT-13,2026-03-15 15:30:00,107,v2.1.0,M-6254,1,,5.3
SEFER-00383,TREN-177,HAT-11,2026-01-05 09:30:00,470,v2.1.0,M-4271,1,Sisli,34.8
SEFER-00384,TREN-120,HAT-13,2026-05-05 13:00:00,,v2.4.1,M-1225,1,yagmurlu,34.1
SEFER-00385,TREN-115,HAT-05,19.03.2026 01:45,325,v2.4.1,M-9991,1,Yagmurlu,10.3
SEFER-00386,TREN-180,HAT-12,2026-01-25 08:00:00,319,v2.1.0,M-5444,0,Acik,12.9
SEFER-00387,TREN-160,HAT-11,11.06.2026 13:00,389,v2.4.1,M-7332,0,,4.5
SEFER-00388,TREN-149,HAT-09,2026-06-16 22:00:00,355,v3.0.0,M-1352,0,yagmurlu,8.9
SEFER-00389,TREN-132,HAT-15,2026-04-01 14:30:00,130,v2.4.1,M-4869,1,Acik,4.3
SEFER-00390,TREN-108,HAT-11,2026-02-14 05:45:00,65,v2.4.1,M-7436,0,yagmurlu,37.8
SEFER-00391,TREN-112,HAT-12,2026-03-07 11:15:00,268,v2.1.0,M-4387,0,Karli,39.1
SEFER-00392,TREN-175,HAT-09,2026-04-27 23:15:00,411,v2.1.0,M-3589,1,yagmurlu,32.0
SEFER-00393,TREN-109,HAT-09,2026-04-02 05:00:00,124,v3.0.0,M-7737,1,,0.3
SEFER-00394,TREN-157,HAT-12,2026-06-09 14:30:00,117,v2.4.1,M-4783,0,Yagmurlu,8.3
SEFER-00395,TREN-130,HAT-11,05.01.2026 16:30,118,v2.4.1,M-4014,1,yagmurlu,26.7
SEFER-00396,TREN-163,HAT-08,2026-01-24 17:15:00,,v2.1.0,M-4323,0,Acik,36.0
SEFER-00397,TREN-109,HAT-03,2026-06-08 11:45:00,216,v1.0.4,M-7232,1,Sisli,36.9
SEFER-00398,TREN-151,HAT-10,2026-06-10 12:00:00,473,v3.0.0,M-1643,1,Acik,21.0
SEFER-00399,TREN-167,HAT-13,2026-04-18 21:00:00,205,v1.0.4,M-9470,0,Karli,21.2
SEFER-00400,TREN-160,HAT-14,21.04.2026 12:45,142,v2.1.0,M-7440,1,yagmurlu,35.8
SEFER-00401,TREN-142,HAT-08,2026-01-05 12:15:00,153,v2.1.0,M-3024,0,Sisli,15.9
SEFER-00402,TREN-115,HAT-12,18.03.2026 22:30,422,v3.0.0,M-1719,0,yagmurlu,17.5
SEFER-00403,TREN-143,HAT-10,2026-05-29 22:15:00,443,v3.0.0,M-5731,0,,0.5
SEFER-00404,TREN-116,HAT-15,23.01.2026 16:15,56,v1.0.4,M-9084,0,Sisli,21.9
SEFER-00405,TREN-128,HAT-10,2026-04-23 19:45:00,357,v2.4.1,M-4401,0,yagmurlu,18.1
SEFER-00406,TREN-124,HAT-03,10.01.2026 15:30,391,v1.0.4,M-1803,0,yagmurlu,26.2
SEFER-00407,TREN-154,HAT-03,2026-01-28 18:30:00,354,v3.0.0,M-6901,0,yagmurlu,33.5
SEFER-00408,TREN-112,HAT-13,2026-02-21 07:30:00,84,v3.0.0,M-3204,0,Sisli,43.5
SEFER-00409,TREN-136,HAT-06,2026-04-01 04:45:00,363,v1.0.4,M-8924,1,Acik,1.2
SEFER-00410,TREN-155,HAT-10,2026-05-25 22:30:00,369,v3.0.0,M-9514,1,Karli,41.2
SEFER-00411,TREN-164,HAT-13,2026-01-31 22:15:00,50,v1.0.4,M-4396,1,Acik,0.2
SEFER-00412,TREN-153,HAT-01,2026-02-27 05:30:00,55,v1.0.4,M-6042,1,,2.2
SEFER-00413,TREN-165,HAT-09,2026-02-25 12:00:00,252,v2.1.0,M-4178,1,,8.4
SEFER-00414,TREN-144,HAT-15,2026-04-26 00:45:00,380,v2.4.1,M-8577,1,Yagmurlu,14.6
SEFER-00415,TREN-108,HAT-14,2026-03-31 04:30:00,334,v2.4.1,M-6793,0,yagmurlu,8.2
SEFER-00416,TREN-120,HAT-05,2026-05-24 17:00:00,323,v1.0.4,M-6050,1,Yagmurlu,26.5
SEFER-00417,TREN-105,HAT-05,2026-03-12 21:00:00,281,v1.0.4,M-7131,0,Karli,17.4
SEFER-00418,TREN-126,HAT-15,2026-01-17 01:45:00,306,v2.4.1,M-6363,0,Yagmurlu,10.1
SEFER-00419,TREN-113,HAT-14,2026-06-10 08:15:00,,v1.0.4,M-6095,0,Sisli,37.5
SEFER-00420,TREN-177,HAT-14,2026-01-16 02:30:00,,v1.0.4,M-6114,0,yagmurlu,22.5
SEFER-00421,TREN-142,HAT-04,2026-02-03 02:30:00,275,v2.4.1,M-2875,0,,1.3
SEFER-00422,TREN-180,HAT-09,2026-03-29 23:00:00,213,v2.4.1,M-5011,0,Karli,16.5
SEFER-00423,TREN-110,HAT-05,2026-04-15 21:30:00,,v1.0.4,M-7284,0,Acik,6.4
SEFER-00424,TREN-112,HAT-07,2026-03-09 03:15:00,372,v2.4.1,M-6444,0,,12.0
SEFER-00425,TREN-169,HAT-02,2026-06-16 10:45:00,460,v3.0.0,M-8709,0,,6.3
SEFER-00426,TREN-129,HAT-03,2026-05-28 05:30:00,408,v2.4.1,M-8426,1,,4.0
SEFER-00427,TREN-104,HAT-02,2026-03-23 08:00:00,137,v2.1.0,M-9322,0,Karli,39.6
SEFER-00428,TREN-152,HAT-14,2026-05-03 03:00:00,455,v3.0.0,M-4908,0,Karli,22.6
SEFER-00429,TREN-171,HAT-03,2026-06-16 11:45:00,466,v3.0.0,M-6606,0,,8.9
SEFER-00430,TREN-123,HAT-11,2026-04-25 12:00:00,478,v2.4.1,M-2599,1,Sisli,16.2
SEFER-00431,TREN-123,HAT-05,13.06.2026 09:45,466,v3.0.0,M-2007,0,yagmurlu,32.8
SEFER-00432,TREN-128,HAT-14,2026-01-24 23:00:00,281,v3.0.0,M-4205,0,yagmurlu,11.4
SEFER-00433,TREN-141,HAT-05,2026-04-08 13:30:00,417,v3.0.0,M-3089,1,Karli,61.3
SEFER-00434,TREN-108,HAT-06,04.06.2026 00:00,233,v2.1.0,M-8073,1,Acik,19.8
SEFER-00435,TREN-141,HAT-12,2026-03-07 13:45:00,389,v3.0.0,M-6902,1,Yagmurlu,14.4
SEFER-00436,TREN-120,HAT-05,2026-05-30 04:15:00,58,v3.0.0,M-3224,0,Yagmurlu,20.8
SEFER-00437,TREN-118,HAT-11,2026-05-18 19:45:00,406,v3.0.0,M-9346,1,yagmurlu,44.6
SEFER-00438,TREN-171,HAT-14,2026-03-19 01:45:00,359,v2.1.0,M-9220,1,Acik,8.6
SEFER-00439,TREN-153,HAT-15,04.04.2026 11:30,,v3.0.0,M-2311,0,Sisli,27.2
SEFER-00440,TREN-168,HAT-14,2026-05-09 08:30:00,362,v1.0.4,M-9834,1,Acik,12.8
SEFER-00441,TREN-179,HAT-01,2026-06-04 11:30:00,-30,v2.4.1,M-7897,1,yagmurlu,31.7
SEFER-00442,TREN-138,HAT-05,2026-01-29 20:00:00,205,v3.0.0,M-3770,0,,15.4
SEFER-00443,TREN-138,HAT-13,2026-05-07 02:00:00,308,v2.1.0,M-5603,1,Acik,19.1
SEFER-00444,TREN-133,HAT-01,2026-05-07 18:00:00,428,v2.1.0,M-5280,0,Yagmurlu,28.8
SEFER-00445,TREN-163,HAT-03,2026-05-17 16:00:00,124,v3.0.0,M-7765,1,yagmurlu,35.2
SEFER-00446,TREN-131,HAT-11,2026-03-17 08:15:00,226,v1.0.4,M-1860,0,Acik,20.3
SEFER-00447,TREN-160,HAT-07,2026-03-23 12:30:00,322,v3.0.0,M-5302,0,Yagmurlu,12.8
SEFER-00448,TREN-168,HAT-14,2026-03-16 10:00:00,245,v1.0.4,M-2595,1,,3.8
SEFER-00449,TREN-156,HAT-10,2026-06-06 22:30:00,100,v2.1.0,M-4193,1,Karli,25.6
SEFER-00450,TREN-124,HAT-06,2026-04-04 17:00:00,56,v3.0.0,M-6759,0,Sisli,26.0
SEFER-00451,TREN-137,HAT-05,03.02.2026 04:00,354,v1.0.4,M-2965,0,,22.4
SEFER-00452,TREN-178,HAT-03,2026-03-06 09:15:00,179,v3.0.0,M-5528,1,Karli,31.3
SEFER-00453,TREN-142,HAT-05,2026-01-28 21:00:00,,v2.4.1,M-3915,1,Sisli,19.0
SEFER-00454,TREN-109,HAT-08,2026-06-08 17:15:00,301,v2.1.0,M-2740,1,Acik,11.6
SEFER-00455,TREN-134,HAT-02,07.01.2026 04:00,447,v1.0.4,M-1619,1,Sisli,15.2
SEFER-00456,TREN-135,HAT-03,2026-04-30 17:30:00,313,v3.0.0,M-7617,0,,38.1
SEFER-00457,TREN-170,HAT-04,2026-01-01 19:45:00,296,v2.4.1,M-6463,1,Acik,18.4
SEFER-00458,TREN-152,HAT-01,2026-04-19 03:00:00,224,v2.4.1,M-4327,0,Acik,18.4
SEFER-00459,TREN-171,HAT-01,2026-06-15 08:45:00,249,v1.0.4,M-8175,0,Acik,20.0
SEFER-00460,TREN-118,HAT-01,2026-02-03 04:00:00,300,v2.4.1,M-9186,1,Sisli,15.7
SEFER-00461,TREN-103,HAT-01,2026-02-28 03:00:00,257,v3.0.0,M-9791,0,Acik,2.4
SEFER-00462,TREN-175,HAT-04,08.06.2026 02:00,384,v1.0.4,M-4976,0,Acik,6.4
SEFER-00463,TREN-102,HAT-03,2026-04-19 05:00:00,99,v1.0.4,M-2742,0,Sisli,24.4
SEFER-00464,TREN-164,HAT-10,17.05.2026 15:15,222,v2.1.0,M-6268,0,,11.3
SEFER-00465,TREN-106,HAT-10,30.01.2026 20:30,437,v2.1.0,M-8187,0,Sisli,16.8
SEFER-00466,TREN-175,HAT-01,2026-01-24 00:00:00,242,v1.0.4,M-1118,0,Yagmurlu,8.2
SEFER-00467,TREN-112,HAT-12,2026-04-22 11:30:00,445,v2.4.1,M-9570,1,Sisli,26.8
SEFER-00468,TREN-153,HAT-04,2026-06-10 08:15:00,,v1.0.4,M-5934,1,Yagmurlu,30.6
SEFER-00469,TREN-154,HAT-01,2026-04-06 10:15:00,98,v2.1.0,M-8605,0,yagmurlu,12.5
SEFER-00470,TREN-136,HAT-01,2026-02-03 07:00:00,292,v1.0.4,M-1885,1,Sisli,26.9
SEFER-00471,TREN-137,HAT-04,2026-03-16 10:30:00,438,v2.1.0,M-3589,0,Sisli,15.4
SEFER-00472,TREN-163,HAT-09,2026-01-21 01:00:00,353,v2.4.1,M-4769,0,yagmurlu,11.9
SEFER-00473,TREN-142,HAT-04,2026-01-17 23:15:00,242,v1.0.4,M-8141,0,Yagmurlu,8.8
SEFER-00474,TREN-128,HAT-15,2026-04-15 06:45:00,284,v2.4.1,M-4313,1,,2.2
SEFER-00475,TREN-117,HAT-01,2026-04-29 09:00:00,288,v2.1.0,M-5835,0,Sisli,30.4
SEFER-00476,TREN-179,HAT-15,30.01.2026 06:15,300,v2.4.1,M-1237,1,Yagmurlu,17.0
SEFER-00477,TREN-132,HAT-04,2026-02-26 02:45:00,352,v3.0.0,M-1724,0,Yagmurlu,32.5
SEFER-00478,TREN-161,HAT-12,2026-05-12 10:00:00,464,v2.1.0,M-2361,0,,17.2
SEFER-00479,TREN-153,HAT-04,2026-01-23 21:30:00,96,v3.0.0,M-1399,1,Acik,6.5
